"file","id","source","target","note"
"NCTDATA","NCTDATA:0107","Irkutsk","","地名"
"NCTDATA","NCTDATA:0108","Khabarovsk","","地名"
"NCTDATA","NCTDATA:0109","Vladivostok","","地名"
"NCTDATA","NCTDATA:0110","Sapporo","","地名"
"NCTDATA","NCTDATA:0111","<TV3","","地名"
"NCTDATA","NCTDATA:0112","Tokyo","","地名"
"NCTDATA","NCTDATA:0113","gik","","地名"
"NCTDATA","NCTDATA:0114","Kure","","地名"
"NCTDATA","NCTDATA:0115","55<","","地名"
"NCTDATA","NCTDATA:0116","fhj","","地名"
"NCTDATA","NCTDATA:0117","Naha","","地名"
"NCTDATA","NCTDATA:0118","iknq","","地名"
"NCTDATA","NCTDATA:0119","Iwo Jima","","地名"
"NCTDATA","NCTDATA:0120","Mukden","","地名"
"NCTDATA","NCTDATA:0121","Seoul","","地名"
"NCTDATA","NCTDATA:0122","''H","","地名"
"NCTDATA","NCTDATA:0123","Taipei","","地名"
"NCTDATA","NCTDATA:0124","Peking","","地名"
"NCTDATA","NCTDATA:0125","Nanking","","地名"
"NCTDATA","NCTDATA:0126","Shanghai","","地名"
"NCTDATA","NCTDATA:0127","jmp","","地名"
"NCTDATA","NCTDATA:0128","Wuhan","","地名"
"NCTDATA","NCTDATA:0129","Hong Kong","","地名"
"NCTDATA","NCTDATA:0130","Chengtu","","地名"
"NCTDATA","NCTDATA:0131","!#u","","地名"
"NCTDATA","NCTDATA:0132","Chungking","","地名"
"NCTDATA","NCTDATA:0133","""$t","","地名"
"NCTDATA","NCTDATA:0134","Kunming","","地名"
"NCTDATA","NCTDATA:0135","#$%","","地名"
"NCTDATA","NCTDATA:0136","Delhi","","地名"
"NCTDATA","NCTDATA:0137","Colombo","","地名"
"NCTDATA","NCTDATA:0138","Calcutta","","地名"
"NCTDATA","NCTDATA:0139","!lRT","","地名"
"NCTDATA","NCTDATA:0140","'*-x{","","地名"
"NCTDATA","NCTDATA:0141","Imphal","","地名"
"NCTDATA","NCTDATA:0142","-./","","地名"
"NCTDATA","NCTDATA:0143","Rangoon","","地名"
"NCTDATA","NCTDATA:0144","LOe","","地名"
"NCTDATA","NCTDATA:0145","01y}","","地名"
"NCTDATA","NCTDATA:0146","Bangkok","","地名"
"NCTDATA","NCTDATA:0147","BB`""","","地名"
"NCTDATA","NCTDATA:0148","126}","","地名"
"NCTDATA","NCTDATA:0149","Singapore","","地名"
"NCTDATA","NCTDATA:0150","4x{|~","","地名"
"NCTDATA","NCTDATA:0151","Saigon","","地名"
"NCTDATA","NCTDATA:0152","56}","","地名"
"NCTDATA","NCTDATA:0153","Hanoi","","地名"
"NCTDATA","NCTDATA:0154","H?R","","地名"
"NCTDATA","NCTDATA:0155","Manila","","地名"
"NCTDATA","NCTDATA:0156","78s~","","地名"
"NCTDATA","NCTDATA:0157","Davao","","地名"
"NCTDATA","NCTDATA:0158","Brunei","","地名"
"NCTDATA","NCTDATA:0159","9;}~","","地名"
"NCTDATA","NCTDATA:0160","Balikpapan","","地名"
"NCTDATA","NCTDATA:0161","Menado","","地名"
"NCTDATA","NCTDATA:0162","h)3","","地名"
"NCTDATA","NCTDATA:0163","Makasar","","地名"
"NCTDATA","NCTDATA:0164",",`""3","","地名"
"NCTDATA","NCTDATA:0165","Palembang","","地名"
"NCTDATA","NCTDATA:0166","_0C%","","地名"
"NCTDATA","NCTDATA:0167","Batavia","","地名"
"NCTDATA","NCTDATA:0168","Biak","","地名"
"NCTDATA","NCTDATA:0169","Wewak","","地名"
"NCTDATA","NCTDATA:0170","Rabaul","","地名"
"NCTDATA","NCTDATA:0171","P.Moresby","","地名"
"NCTDATA","NCTDATA:0172","h)*","","地名"
"NCTDATA","NCTDATA:0173","Port Darwin","","地名"
"NCTDATA","NCTDATA:0174","Townsville","","地名"
"NCTDATA","NCTDATA:0175","Brisbane","","地名"
"NCTDATA","NCTDATA:0176","Sydney","","地名"
"NCTDATA","NCTDATA:0177","DDH","","地名"
"NCTDATA","NCTDATA:0178","Auckland","","地名"
"NCTDATA","NCTDATA:0179","Attu","","地名"
"NCTDATA","NCTDATA:0180","D.Harbor","","地名"
"NCTDATA","NCTDATA:0181","Midway","","地名"
"NCTDATA","NCTDATA:0182","Marcus","","地名"
"NCTDATA","NCTDATA:0183","Wake","","地名"
"NCTDATA","NCTDATA:0184","Saipan","","地名"
"NCTDATA","NCTDATA:0185","X4t","","地名"
"NCTDATA","NCTDATA:0186","Guam","","地名"
"NCTDATA","NCTDATA:0187","Palau","","地名"
"NCTDATA","NCTDATA:0188","Truk","","地名"
"NCTDATA","NCTDATA:0189","Marshall","","地名"
"NCTDATA","NCTDATA:0190","Gilbert","","地名"
"NCTDATA","NCTDATA:0191","Guadalcanal","","地名"
"NCTDATA","NCTDATA:0192","E.Santo","","地名"
"NCTDATA","NCTDATA:0193","Fiji","","地名"
"NCTDATA","NCTDATA:0194","Palmyra","","地名"
"NCTDATA","NCTDATA:0195","Hawaii","","地名"
"NCTDATA","NCTDATA:0196","Montreal","","地名"
"NCTDATA","NCTDATA:0197","QRX","","地名"
"NCTDATA","NCTDATA:0198","Seattle","","地名"
"NCTDATA","NCTDATA:0199","S.Francisco","","地名"
"NCTDATA","NCTDATA:0200","Los Angeles","","地名"
"NCTDATA","NCTDATA:0201","Chicago","","地名"
"NCTDATA","NCTDATA:0202","RY^","","地名"
"NCTDATA","NCTDATA:0203","New York","","地名"
"NCTDATA","NCTDATA:0204","^^l","","地名"
"NCTDATA","NCTDATA:0205","Washington","","地名"
"NCTDATA","NCTDATA:0206","XX4!t","","地名"
"NCTDATA","NCTDATA:0207","New Orleans","","地名"
"NCTDATA","NCTDATA:0208","_ab","","地名"
"NCTDATA","NCTDATA:0209","Panama","","地名"
"NCTDATA","NCTDATA:0210","**8|`;","","地名"
"NCTDATA","NCTDATA:0211","0Ce","","地名"
"NCTDATA","NCTDATA:0212","[[8","","地名"
"NCTDATA","NCTDATA:0213","Al9E","","地名"
"NCTDATA","NCTDATA:0214","77h[","","地名"
"NCTDATA","NCTDATA:0215","`mPF","","地名"
"NCTDATA","NCTDATA:0216","DDa","","地名"
"NCTDATA","NCTDATA:0217","55Hq","","地名"
"NCTDATA","NCTDATA:0218","h)R","","地名"
"NCTDATA","NCTDATA:0219","BB@","","地名"
"NCTDATA","NCTDATA:0220","\\\\+B","","地名"
"NCTDATA","NCTDATA:0221","|.R","","地名"
"NCTDATA","NCTDATA:0222","k8Jc","","地名"
"NCTDATA","NCTDATA:0223","58J%","","地名"
"NCTDATA","NCTDATA:0224","H&h","","地名"
"NCTDATA","NCTDATA:0225","Lhlk","","地名"
"NCTDATA","NCTDATA:0226","0T=Z","","地名"
"NCTDATA","NCTDATA:0227","<((","","地名"
"NCTDATA","NCTDATA:0228","p0W","","地名"
"NCTDATA","NCTDATA:0229","LLxi","","地名"
"NCTDATA","NCTDATA:0230","UU@Qxi","","地名"
"NCTDATA","NCTDATA:0231","XX(#P","","地名"
"NCTDATA","NCTDATA:0232","JJ0u","","地名"
"NCTDATA","NCTDATA:0233","--P","","地名"
"NCTDATA","NCTDATA:0234","58J5","","地名"
"NCTDATA","NCTDATA:0235","!F0*\\\\Dd","","地名"
"NCTDATA","NCTDATA:0236","**p","","地名"
"NCTDATA","NCTDATA:0237","6xiT","","地名"
"NCTDATA","NCTDATA:0238","k(U","","地名"
"NCTDATA","NCTDATA:0239","2x72","","地名"
"NCTDATA","NCTDATA:0240","`\\\\DA","","地名"
"NCTDATA","NCTDATA:0241",":hBZ","","地名"
"NCTDATA","NCTDATA:0242","9xi","","地名"
"NCTDATA","NCTDATA:0243","`md","","地名"
"NCTDATA","NCTDATA:0244","GG@","","地名"
"NCTDATA","NCTDATA:0245","axi","","地名"
"NCTDATA","NCTDATA:0246","4!0","","地名"
"NCTDATA","NCTDATA:0247","`""0","","地名"
"NCTDATA","NCTDATA:0248","RRT$","","地名"
"NCTDATA","NCTDATA:0249","**x","","地名"
"NCTDATA","NCTDATA:0250","6lkT","","地名"
"NCTDATA","NCTDATA:0251","BBh","","地名"
"NCTDATA","NCTDATA:0252","[[DH","","地名"
"NCTDATA","NCTDATA:0253","::D","","地名"
"NCTDATA","NCTDATA:0254","e`m","","地名"
"NCTDATA","NCTDATA:0255","PFhBZ","","地名"
"NCTDATA","NCTDATA:0256","t@(","","地名"
"NCTDATA","NCTDATA:0257","LL(","","地名"
"PLDATA","PLDATA:0000","Mitsubishi A5M","","飛機名"
"PLDATA","PLDATA:0001","A6M2 Zerosen","","飛機名"
"PLDATA","PLDATA:0002","A6M5 Zerosen","","飛機名"
"PLDATA","PLDATA:0003","A7M2 Reppu","","飛機名"
"PLDATA","PLDATA:0004","J2M3 Raiden","","飛機名"
"PLDATA","PLDATA:0005","N1K2-J Shidenkai","","飛機名"
"PLDATA","PLDATA:0006","N1K1-J Shinden","","飛機名"
"PLDATA","PLDATA:0007","Nakajima Kikka","","飛機名"
"PLDATA","PLDATA:0008","Aichi D3A1","","飛機名"
"PLDATA","PLDATA:0009","D4Y1 Suisei","","飛機名"
"PLDATA","PLDATA:0010","Nakajima B5N2","","飛機名"
"PLDATA","PLDATA:0011","B6N2 Tenzan","","飛機名"
"PLDATA","PLDATA:0012","B7A2 Ryusei","","飛機名"
