"offset","source","target","note"
"0xc85de","B1%3d ","","純格式符"
"0xc85e5"," %2d mo"," %2d 月","mo=月"
"0xc85ed","warships in production","建造中的軍艦",""
"0xc8612","%3d ","","純格式符"
"0xc8617","sunken warship","沉沒軍艦",""
"0xc862a","B1 %2d ","","純格式符"
"0xc8632","%-13s","","純格式符"
"0xc8638","%-12s","","純格式符"
"0xc863e","%d%6d%4d%5d","","純格式符"
"0xc864a","%4d mo","%4d 月","mo=月"
"0xc8651","submarines in production","建造中的潛艇",""
"0xc866a","WARSHIP","軍艦",""
"0xc8672","SUBMARINE","潛艇",""
"0xc8686","IN SERVICE","服役中",""
"0xc8691","BUILDING","建造中",""
"0xc869a","SUNK","沉沒",""
"0xc869f","WARSHIP","軍艦",""
"0xc86a7","AIRCRAFT","航空機","航空兵力統計"
"0xc86b0","TANK","戰車",""
"0xc86b5","SUBMARINE","潛艇",""
"0xc86ef","Saving...","儲存中…",""
"0xc8713","C%cOFF","C%c關","OFF=關"
"0xc8730","C%cOFF","C%c關","OFF=關"
"0xc8748"," ENTER"," 確定",""
"0xc874f","END GAME","結束遊戲",""
"0xc8758","START OVER","重新開始",""
"0xc876b","bDo you really want to quit?","b確定要結束遊戲嗎？","保留行首控制碼 b"
"0xc8788","Return to the beginning?","要重新開始嗎？",""
"0xc87db","C7%-18s","","純格式符"
"0xc87eb","C2JAPAN","C2日本",""
"0xc87f4","C1USA","C1美","USA 長度限制簡稱美"
"0xc87fa"," ENTER "," 確定 ",""
"0xc8802","SAVE","存檔",""
"0xc8807","QUIT","結束",""
"0xc880c","SET-UP","設定",""
"0xc8813","DIFFICULTY","難度",""
"0xc8820","  debug    ","","debug 技術字串"
"0xc8841","dFd dfcCanceling delegated orders.","dFd dfc取消委任命令。","保留行首控制碼 dFd dfc"
"0xc8864"," Select a fleet"," 選擇艦隊",""
"0xc8889","%4s Fleet","%4s艦隊",""
"0xc8893"," Command"," 命令",""
"0xc889c"," SAIL"," 出航",""
"0xc88a2"," DRILL"," 訓練",""
"0xc88a9"," ORGANIZE"," 編成",""
"0xc88b3"," ESCORT"," 護衛",""
"0xc88bb"," RE-ARM"," 再武裝",""
"0xc88c3"," ORDER"," 命令",""
"0xc88ca"," INFO"," 情報",""
"0xc88d0"," Command"," 命令",""
"0xc88d9"," FIX","修理","長度限制省去前導空白"
"0xc88de"," ORGANIZE"," 編成",""
"0xc88e8"," SUPPLY"," 補給",""
"0xc88f0"," DEBARK"," 登陸",""
"0xc88f8"," DEPART"," 出發",""
"0xc8900"," ORDER"," 命令",""
"0xc8907"," INFO"," 情報",""
"0xc890f"," Command"," 命令",""
"0xc8918"," DRILL"," 訓練",""
"0xc891f"," BOMB"," 轟炸",""
"0xc8925"," ORGANIZE"," 編成",""
"0xc892f"," ASSIGN"," 配屬",""
"0xc8937"," ESCORT"," 護衛",""
"0xc893f"," RE-ARM"," 再武裝",""
"0xc8947"," ORDER"," 命令",""
"0xc894e"," INFO"," 情報",""
"0xc8956"," Division"," 師團",""
"0xc8960","Ve.f","","技術字串"
"0xc8978","%4s Marines","%4s陸戰隊",""
"0xc8984","%4s Army Div.","%4s陸軍師團",""
"0xc8992","%4s %s","","純格式符"
"0xc8999","%4s Army Div.","%4s陸軍師團",""
"0xc89ab","C7%-14s","","純格式符"
"0xc89bb","%14s","","純格式符"
"0xc89c0","%-12s","","純格式符"
"0xc89c6","Force%9d","部隊%9d",""
"0xc89e1","None","無",""
"0xc89e6","Duty %9s","任務%9s",""
"0xc89ef","Pts. %7d/1","點數%7d/1",""
"0xc89fe","Pts. %9s","點數%9s",""
"0xc8a07"," Command"," 命令",""
"0xc8a10"," MOVE"," 移動",""
"0xc8a16"," ASSIGN"," 配屬",""
"0xc8a1e"," BOARD"," 搭乘",""
"0xc8a25"," ORDER"," 命令",""
"0xc8a44"," Command"," 命令",""
"0xc8a4d"," ORDER"," 命令",""
"0xc8a54"," CANCEL"," 取消",""
"0xc8a6e"," FLEET"," 艦隊",""
"0xc8a75"," AIR FORCE"," 航空隊",""
"0xc8a80"," LAND FORCE"," 陸上部隊",""
"0xc8a8c"," SUBMARINE"," 潛艇",""
"0xc8a97"," Select Unit"," 選擇部隊",""
"0xc8ac6","%-10s","","純格式符"
"0xc8ad1","%14s","","純格式符"
"0xc8ad6","%-10s","","純格式符"
"0xc8adc"," Select a unit"," 選擇部隊",""
"0xc8b04","%4s Marines","%4s陸戰隊",""
"0xc8b10","%4s Army Div.","%4s陸軍師團",""
"0xc8b4f","the game?","遊戲嗎？","句片段，承接前文"
"0xc8b59","Until what day of the month?","要到當月幾日為止？",""
"0xc8b92","You cannot pass through land.","無法通過陸地。",""
"0xc8bb0","You may not stop at that base.","無法停泊於該基地。",""
"0xc8bcf","Will you stop at %s Base?","要停泊於%s基地嗎？",""
"0xc8be9","There is no available harbor.","沒有可用的港口。",""
"0xc8c07","  CONFIRM ","   確定   ","置中對齊"
"0xc8c12","You cannot wage an air attack.","無法發動空襲。",""
"0xc8c31","Please enter the course.","請輸入航線。",""
"0xc8c5b","Is this course OK?","此航線可以嗎？",""
"0xc8c6e","leave port","離港",""
"0xc8c79","set sail","出航",""
"0xc8c82","dock at port","入港",""
"0xc8cb1","%-12s","","純格式符"
"0xc8cbb","B5%d","","純格式符"
"0xc8ccd","B=%2d","","純格式符"
"0xc8d0d","%-12s","","純格式符"
"0xc8d25","C%d%2d","","純格式符"
"0xc8d4a","%-12s","","純格式符"
"0xc8d55","B5%d","","純格式符"
"0xc8d5b","C%c%d","","純格式符"
"0xc8d62","C%c%d","","純格式符"
"0xc8d69","C%c%d","","純格式符"
"0xc8d70","C0%d","","純格式符"
"0xc8d89","C0/%2d","","純格式符"
"0xc8d98","C0/%2d","","純格式符"
"0xc8da7","C0/%2d","","純格式符"
"0xc8db5","%3d%%","","純格式符"
"0xc8dc1","Spd %2d","速%2d","Spd=速度"
"0xc8dc9","%4s Fleet","%4s艦隊",""
"0xc8dde","B<%-10s","","純格式符"
"0xc8de6","None","無",""
"0xc8deb","Materials","資材",""
"0xc8df5","%s Army Div.","%s陸軍師團",""
"0xc8e08","Commander","司令",""
"0xc8e12","%-12s ","","純格式符"
"0xc8e19","%-14s","","純格式符"
"0xc8e1f","Duty","任務",""
"0xc8e2f","None","無",""
"0xc8e34","%-12s","","純格式符"
"0xc8e3a","Target: ","目標：",""
"0xc8e43","%-12s","","純格式符"
"0xc8e4f","Area","區域",""
"0xc8e5a","%-12s","","純格式符"
"0xc8e60","Transport","運輸",""
"0xc8e71","1st: ","第1：",""
"0xc8e77","2nd: ","第2：",""
"0xc8e7d","Form.","隊形",""
"0xc8ea6","Not armed with weapons.","尚未裝備武器。",""
"0xc8ebe","ENTER","確定",""
"0xc8ec8","B<%-12s","","純格式符"
"0xc8ed0","%s Class","%s級",""
"0xc8ed9","%-8s %-14s","","純格式符"
"0xc8ee8","B5%d","","純格式符"
"0xc8efa","B=%2d/%2d","","純格式符"
"0xc8f04","%2d/%2d","","純格式符"
"0xc8f0c","%2d/%2d","","純格式符"
"0xc8f14","%2d/%2d","","純格式符"
"0xc8f1c","%2d/%2d","","純格式符"
"0xc8f24","%2d/99","","純格式符"
"0xc8f32","B<%-16s","","純格式符"
"0xc8f3e","B=%2d","","純格式符"
"0xc8f57","%-16s %2d","","純格式符"
"0xc8f61","%19d","","純格式符"
"0xc8f66"," EXECUTE "," 執行 ",""
"0xc8f70"," CANCEL "," 取消 ",""
"0xc8f92"," ENTER "," 確定 ",""
"0xc8f9a","There are no air forces.","沒有航空部隊。",""
"0xc8fb8","B5%-16s","","純格式符"
"0xc8fc4","B=%2d","","純格式符"
"0xc8fd5","%-16s %2d","","純格式符"
"0xc8fdf","%19d","","純格式符"
"0xc8feb","Airfield 1","第1機場",""
"0xc8ff6","Airfield 2","第2機場",""
"0xc9016","C%d%2d","","純格式符"
"0xc901d"," A.F."," 空軍","A.F. 縮寫"
"0xc9031","Airfield 1","第1機場",""
"0xc903c","Airfield 2","第2機場",""
"0xc9047","Commander","司令",""
"0xc9051","%-12s ","","純格式符"
"0xc9058","%-12s","","純格式符"
"0xc905e","Duty","任務",""
"0xc906e","None","無",""
"0xc9076","%s A.F. Airfield %d","%s空軍機場%d",""
"0xc90a6","X@,}Training is not necessary.","X@,}無需訓練。","保留行首控制碼 X@,}"
"0xc90c5"," Select Unit"," 選擇部隊",""
"0xc90e2"," %4s Marines"," %4s陸戰隊",""
"0xc90ef"," %4s Army Div."," %4s陸軍師團",""
"0xc90fe","%s %s has landed.","%s%s已登陸。",""
"0xc9110","%s Army Div. has landed.","%s陸軍師團已登陸。",""
"0xc912a","What will you organize?","要編成什麼？",""
"0xc9142","Where will you move the ship?","要把船艦移往何處？",""
"0xc9173","lThe fleet will be divided.","l艦隊將被分割。","保留行首控制碼 l"
"0xc918f","Warship","軍艦",""
"0xc9197","Airplane","飛機",""
"0xc91a0"," EXECUTE "," 執行 ",""
"0xc91aa"," CANCEL "," 取消 ",""
"0xc91cc","%s fleet","%s艦隊",""
"0xc91d5","Warship","軍艦",""
"0xc91dd","Airplane","飛機",""
