"file","id","source","target","note"
"ARDATA","ARDATA:0000","Yamamoto","","將領（日本海軍）"
"ARDATA","ARDATA:0001","<<1Toyoda","","將領（日本海軍）"
"ARDATA","ARDATA:0002","Koga","","將領（日本海軍）"
"ARDATA","ARDATA:0003","Takasu","","將領（日本海軍）"
"ARDATA","ARDATA:0004","9Kondo","","將領（日本海軍）"
"ARDATA","ARDATA:0005","Ozawa","","將領（日本海軍）"
"ARDATA","ARDATA:0006","Nagumo","","將領（日本海軍）"
"ARDATA","ARDATA:0007","1Tsukahara","","將領（日本海軍）"
"ARDATA","ARDATA:0008","Inoue","","將領（日本海軍）"
"ARDATA","ARDATA:0009","Kurita","","將領（日本海軍）"
"ARDATA","ARDATA:0010","Mikawa","","將領（日本海軍）"
"ARDATA","ARDATA:0011","9Ito","","將領（日本海軍）"
"ARDATA","ARDATA:0012","Kusaka(J)","","將領（日本海軍）"
"ARDATA","ARDATA:0013","Hosogaya","","將領（日本海軍）"
"ARDATA","ARDATA:0014","Takagi","","將領（日本海軍）"
"ARDATA","ARDATA:0015","Kakuta","","將領（日本海軍）"
"ARDATA","ARDATA:0016","Ugaki","","將領（日本海軍）"
"ARDATA","ARDATA:0017","Onishi","","將領（日本海軍）"
"ARDATA","ARDATA:0018","Tanaka","","將領（日本海軍）"
"ARDATA","ARDATA:0019","Kusaka(R)","","將領（日本海軍）"
"ARDATA","ARDATA:0020","Nishimura","","將領（日本海軍）"
"ARDATA","ARDATA:0021","Matsunaga","","將領（日本海軍）"
"ARDATA","ARDATA:0022","Shima","","將領（日本海軍）"
"ARDATA","ARDATA:0023","Hara","","將領（日本海軍）"
"ARDATA","ARDATA:0024","Abe","","將領（日本海軍）"
"ARDATA","ARDATA:0025","Omori","","將領（日本海軍）"
"ARDATA","ARDATA:0026","Yamaguchi","","將領（日本海軍）"
"ARDATA","ARDATA:0027","9Jyojima","","將領（日本海軍）"
"ARDATA","ARDATA:0028","Kimura","","將領（日本海軍）"
"ARDATA","ARDATA:0029","Arima","","將領（日本海軍）"
"ARDATA","ARDATA:0030","Kimmel","","將領（日本海軍）"
"ARDATA","ARDATA:0031","<<1Nimitz","","將領（日本海軍）"
"ARDATA","ARDATA:0032","Halsey","","將領（日本海軍）"
"ARDATA","ARDATA:0033","9Fletcher","","將領（日本海軍）"
"ARDATA","ARDATA:0034","9Spruance","","將領（日本海軍）"
"ARDATA","ARDATA:0035","1Vandegrift","","將領（日本海軍）"
"ARDATA","ARDATA:0036","Kinkaid","","將領（日本海軍）"
"ARDATA","ARDATA:0037","Mitscher","","將領（日本海軍）"
"ARDATA","ARDATA:0038","Turner","","將領（日本海軍）"
