"file","id","source","target","note"
"KSDATA","KSDATA:0661","!'A","","艦船名（詳表）"
"KSDATA","KSDATA:0662","!&<","","艦船名（詳表）"
"KSDATA","KSDATA:0663","!+3","","艦船名（詳表）"
"KSDATA","KSDATA:0664","!'=","","艦船名（詳表）"
"KSDATA","KSDATA:0665","""#:","","艦船名（詳表）"
"KSDATA","KSDATA:0666","""#6","","艦船名（詳表）"
"KSDATA","KSDATA:0667","Preston","","艦船名（詳表）"
"KSDATA","KSDATA:0668","O'Brien","","艦船名（詳表）"
"KSDATA","KSDATA:0669","Laffey","","艦船名（詳表）"
"KSDATA","KSDATA:0670","Barton","","艦船名（詳表）"
"KSDATA","KSDATA:0671","Laub","","艦船名（詳表）"
"KSDATA","KSDATA:0672","Duncan","","艦船名（詳表）"
"KSDATA","KSDATA:0673","Chevalier","","艦船名（詳表）"
"KSDATA","KSDATA:0674","Saufley","","艦船名（詳表）"
"KSDATA","KSDATA:0675","Strong","","艦船名（詳表）"
"KSDATA","KSDATA:0676","Bache","","艦船名（詳表）"
"KSDATA","KSDATA:0677","Beale","","艦船名（詳表）"
"KSDATA","KSDATA:0678","Guest","","艦船名（詳表）"
"KSDATA","KSDATA:0679","Hutchins","","艦船名（詳表）"
"KSDATA","KSDATA:0680","Pringle","","艦船名（詳表）"
"KSDATA","KSDATA:0681","Phillip","","艦船名（詳表）"
"KSDATA","KSDATA:0682","Renshaw","","艦船名（詳表）"
"KSDATA","KSDATA:0683","Ringgold","","艦船名（詳表）"
"KSDATA","KSDATA:0684","$ $B","","艦船名（詳表）"
"KSDATA","KSDATA:0685","$*E","","艦船名（詳表）"
"KSDATA","KSDATA:0686","""9Q","","艦船名（詳表）"
"KSDATA","KSDATA:0687","""BV","","艦船名（詳表）"
"KSDATA","KSDATA:0688","!=E","","艦船名（詳表）"
"KSDATA","KSDATA:0689","!+I","","艦船名（詳表）"
"KSDATA","KSDATA:0690","0""#D","","艦船名（詳表）"
"KSDATA","KSDATA:0691","0"")>","","艦船名（詳表）"
"KSDATA","KSDATA:0692","""""A","","艦船名（詳表）"
"KSDATA","KSDATA:0693","$#%6","","艦船名（詳表）"
"KSDATA","KSDATA:0694","$#&9","","艦船名（詳表）"
"KSDATA","KSDATA:0695","$#,<","","艦船名（詳表）"
"KSDATA","KSDATA:0696","$#3R","","艦船名（詳表）"
"KSDATA","KSDATA:0697","$#1N","","艦船名（詳表）"
"KSDATA","KSDATA:0698","#(C","","艦船名（詳表）"
"KSDATA","KSDATA:0699","#&<","","艦船名（詳表）"
"KSDATA","KSDATA:0700","#6<","","艦船名（詳表）"
"KSDATA","KSDATA:0701","##c","","艦船名（詳表）"
"KSDATA","KSDATA:0702","##<","","艦船名（詳表）"
"KSDATA","KSDATA:0703","#""8","","艦船名（詳表）"
"KSDATA","KSDATA:0704","&'':","","艦船名（詳表）"
"KSDATA","KSDATA:0705","!06","","艦船名（詳表）"
"KSDATA","KSDATA:0706","!.=","","艦船名（詳表）"
"KSDATA","KSDATA:0707","!3:","","艦船名（詳表）"
"KSDATA","KSDATA:0708","!.<","","艦船名（詳表）"
"KSDATA","KSDATA:0709","Sakawa","","艦船名（詳表）"
"KSDATA","KSDATA:0710","""7B","","艦船名（詳表）"
"KSDATA","KSDATA:0711","!@6","","艦船名（詳表）"
"KSDATA","KSDATA:0712","!M8","","艦船名（詳表）"
