"file","id","source","target","note"
"KSDATA","KSDATA:0061","Matsukaze","","艦船名（詳表）"
"KSDATA","KSDATA:0062","Hatakaze","","艦船名（詳表）"
"KSDATA","KSDATA:0063","Mutsuki","","艦船名（詳表）"
"KSDATA","KSDATA:0064","Kisaragi","","艦船名（詳表）"
"KSDATA","KSDATA:0065","Yayoi","","艦船名（詳表）"
"KSDATA","KSDATA:0066","Mochizuki","","艦船名（詳表）"
"KSDATA","KSDATA:0067","Fubuki","","艦船名（詳表）"
"KSDATA","KSDATA:0068","Shirayuki","","艦船名（詳表）"
"KSDATA","KSDATA:0069","Hatsuyuki","","艦船名（詳表）"
"KSDATA","KSDATA:0070","Isonami","","艦船名（詳表）"
"KSDATA","KSDATA:0071","Uranami","","艦船名（詳表）"
"KSDATA","KSDATA:0072","Ayanami","","艦船名（詳表）"
"KSDATA","KSDATA:0073","Shikinami","","艦船名（詳表）"
"KSDATA","KSDATA:0074","Sagiri","","艦船名（詳表）"
"KSDATA","KSDATA:0075","Murasame","","艦船名（詳表）"
"KSDATA","KSDATA:0076","Yudachi","","艦船名（詳表）"
"KSDATA","KSDATA:0077","Harusame","","艦船名（詳表）"
"KSDATA","KSDATA:0078","Samidare","","艦船名（詳表）"
"KSDATA","KSDATA:0079","Asashio","","艦船名（詳表）"
"KSDATA","KSDATA:0080","Oshio","","艦船名（詳表）"
"KSDATA","KSDATA:0081","Michishio","","艦船名（詳表）"
"KSDATA","KSDATA:0082","Arashio","","艦船名（詳表）"
"KSDATA","KSDATA:0083","Asagumo","","艦船名（詳表）"
"KSDATA","KSDATA:0084","Natsugumo","","艦船名（詳表）"
"KSDATA","KSDATA:0085","Minegumo","","艦船名（詳表）"
"KSDATA","KSDATA:0086","Arare","","艦船名（詳表）"
"KSDATA","KSDATA:0087","Kasumi","","艦船名（詳表）"
"KSDATA","KSDATA:0088","Kagero","","艦船名（詳表）"
"KSDATA","KSDATA:0089","Shiranui","","艦船名（詳表）"
"KSDATA","KSDATA:0090","Natsushio","","艦船名（詳表）"
"KSDATA","KSDATA:0091","Kuroshio","","艦船名（詳表）"
"KSDATA","KSDATA:0092","Oyashio","","艦船名（詳表）"
"KSDATA","KSDATA:0093","Hayashio","","艦船名（詳表）"
"KSDATA","KSDATA:0094","Hatsukaze","","艦船名（詳表）"
"KSDATA","KSDATA:0095","Yukikaze","","艦船名（詳表）"
"KSDATA","KSDATA:0096","Amatsukaze","","艦船名（詳表）"
"KSDATA","KSDATA:0097","Tokitsukaze","","艦船名（詳表）"
"KSDATA","KSDATA:0098","Urakaze","","艦船名（詳表）"
"KSDATA","KSDATA:0099","Isokaze","","艦船名（詳表）"
"KSDATA","KSDATA:0100","Hamakaze","","艦船名（詳表）"
"KSDATA","KSDATA:0101","Tanikaze","","艦船名（詳表）"
"KSDATA","KSDATA:0102","Nowaki","","艦船名（詳表）"
"KSDATA","KSDATA:0103","Arashi","","艦船名（詳表）"
"KSDATA","KSDATA:0104","Hagikaze","","艦船名（詳表）"
"KSDATA","KSDATA:0105","Maikaze","","艦船名（詳表）"
"KSDATA","KSDATA:0106","Yugumo","","艦船名（詳表）"
"KSDATA","KSDATA:0107","Akigumo","","艦船名（詳表）"
"KSDATA","KSDATA:0108","Makigumo","","艦船名（詳表）"
"KSDATA","KSDATA:0109","Kazagumo","","艦船名（詳表）"
"KSDATA","KSDATA:0110","Akizuki","","艦船名（詳表）"
"KSDATA","KSDATA:0111","Shinano","","艦船名（詳表）"
"KSDATA","KSDATA:0112","Taiho","","艦船名（詳表）"
"KSDATA","KSDATA:0113","Taiyo","","艦船名（詳表）"
"KSDATA","KSDATA:0114","Shinyo","","艦船名（詳表）"
"KSDATA","KSDATA:0115","Kuma","","艦船名（詳表）"
"KSDATA","KSDATA:0116","Kiso","","艦船名（詳表）"
"KSDATA","KSDATA:0117","Naganami","","艦船名（詳表）"
"KSDATA","KSDATA:0118","Makinami","","艦船名（詳表）"
"KSDATA","KSDATA:0119","Takanami","","艦船名（詳表）"
"KSDATA","KSDATA:0120","Onami","","艦船名（詳表）"
"KSDATA","KSDATA:0121","Lexington","","艦船名（詳表）"
"KSDATA","KSDATA:0122","Saratoga","","艦船名（詳表）"
"KSDATA","KSDATA:0123","Yorktown","","艦船名（詳表）"
"KSDATA","KSDATA:0124","Enterprise","","艦船名（詳表）"
"KSDATA","KSDATA:0125","""3;","","艦船名（詳表）"
"KSDATA","KSDATA:0126","Hornet","","艦船名（詳表）"
"KSDATA","KSDATA:0127","Wasp","","艦船名（詳表）"
"KSDATA","KSDATA:0128","Essex","","艦船名（詳表）"
"KSDATA","KSDATA:0129","Oklahoma","","艦船名（詳表）"
"KSDATA","KSDATA:0130","Nevada","","艦船名（詳表）"
"KSDATA","KSDATA:0131","Pennsylvania","","艦船名（詳表）"
"KSDATA","KSDATA:0132","Arizona","","艦船名（詳表）"
"KSDATA","KSDATA:0133","New Mexico","","艦船名（詳表）"
"KSDATA","KSDATA:0134","Mississippi","","艦船名（詳表）"
"KSDATA","KSDATA:0135","Idaho","","艦船名（詳表）"
"KSDATA","KSDATA:0136","Tennessee","","艦船名（詳表）"
"KSDATA","KSDATA:0137","California","","艦船名（詳表）"
"KSDATA","KSDATA:0138","Colorado","","艦船名（詳表）"
"KSDATA","KSDATA:0139","Maryland","","艦船名（詳表）"
"KSDATA","KSDATA:0140","W.Virginia","","艦船名（詳表）"
"KSDATA","KSDATA:0141","Pensacola","","艦船名（詳表）"
"KSDATA","KSDATA:0142","!%;","","艦船名（詳表）"
"KSDATA","KSDATA:0143","S.Lake City","","艦船名（詳表）"
"KSDATA","KSDATA:0144","!+E","","艦船名（詳表）"
"KSDATA","KSDATA:0145","Northampton","","艦船名（詳表）"
"KSDATA","KSDATA:0146","!(=","","艦船名（詳表）"
"KSDATA","KSDATA:0147","Chester","","艦船名（詳表）"
"KSDATA","KSDATA:0148","!,=","","艦船名（詳表）"
"KSDATA","KSDATA:0149","Louisville","","艦船名（詳表）"
"KSDATA","KSDATA:0150","Chicago","","艦船名（詳表）"
"KSDATA","KSDATA:0151","Houston","","艦船名（詳表）"
"KSDATA","KSDATA:0152","Portland","","艦船名（詳表）"
"KSDATA","KSDATA:0153","Indianapolis","","艦船名（詳表）"
"KSDATA","KSDATA:0154","New Orleans","","艦船名（詳表）"
"KSDATA","KSDATA:0155","Astoria","","艦船名（詳表）"
"KSDATA","KSDATA:0156","Minneapolis","","艦船名（詳表）"
"KSDATA","KSDATA:0157","S.Francisco","","艦船名（詳表）"
"KSDATA","KSDATA:0158","Quincy","","艦船名（詳表）"
"KSDATA","KSDATA:0159","Vincennes","","艦船名（詳表）"
"KSDATA","KSDATA:0160","Raleigh","","艦船名（詳表）"
"KSDATA","KSDATA:0161","Detroit","","艦船名（詳表）"
"KSDATA","KSDATA:0162","Richmond","","艦船名（詳表）"
"KSDATA","KSDATA:0163","Concord","","艦船名（詳表）"
"KSDATA","KSDATA:0164","Trenton","","艦船名（詳表）"
"KSDATA","KSDATA:0165","Marblehead","","艦船名（詳表）"
"KSDATA","KSDATA:0166","Phoenix","","艦船名（詳表）"
"KSDATA","KSDATA:0167","Boise","","艦船名（詳表）"
"KSDATA","KSDATA:0168","Honolulu","","艦船名（詳表）"
"KSDATA","KSDATA:0169","St. Louis","","艦船名（詳表）"
"KSDATA","KSDATA:0170","Helena","","艦船名（詳表）"
"KSDATA","KSDATA:0171","Atlanta","","艦船名（詳表）"
"KSDATA","KSDATA:0172","Juneau","","艦船名（詳表）"
"KSDATA","KSDATA:0173","Schley","","艦船名（詳表）"
"KSDATA","KSDATA:0174","Chew","","艦船名（詳表）"
"KSDATA","KSDATA:0175","Ward","","艦船名（詳表）"
"KSDATA","KSDATA:0176","Alden","","艦船名（詳表）"
"KSDATA","KSDATA:0177","Barker","","艦船名（詳表）"
"KSDATA","KSDATA:0178","Borie","","艦船名（詳表）"
"KSDATA","KSDATA:0179","J.D.Edwards","","艦船名（詳表）"
"KSDATA","KSDATA:0180","Whipple","","艦船名（詳表）"
"KSDATA","KSDATA:0181","Parrot","","艦船名（詳表）"
"KSDATA","KSDATA:0182","Edsall","","艦船名（詳表）"
"KSDATA","KSDATA:0183","Bulmer","","艦船名（詳表）"
"KSDATA","KSDATA:0184","Stewart","","艦船名（詳表）"
"KSDATA","KSDATA:0185","Pope","","艦船名（詳表）"
"KSDATA","KSDATA:0186","Peary","","艦船名（詳表）"
"KSDATA","KSDATA:0187","Pillsbury","","艦船名（詳表）"
"KSDATA","KSDATA:0188","J.D.Ford","","艦船名（詳表）"
"KSDATA","KSDATA:0189","Paul Jones","","艦船名（詳表）"
"KSDATA","KSDATA:0190","King","","艦船名（詳表）"
"KSDATA","KSDATA:0191","Farragut","","艦船名（詳表）"
"KSDATA","KSDATA:0192","Dewey","","艦船名（詳表）"
"KSDATA","KSDATA:0193","Hull","","艦船名（詳表）"
"KSDATA","KSDATA:0194","MacDonough","","艦船名（詳表）"
"KSDATA","KSDATA:0195","Worden","","艦船名（詳表）"
"KSDATA","KSDATA:0196","Dale","","艦船名（詳表）"
"KSDATA","KSDATA:0197","Monaghan","","艦船名（詳表）"
"KSDATA","KSDATA:0198","Porter","","艦船名（詳表）"
"KSDATA","KSDATA:0199","Phelps","","艦船名（詳表）"
"KSDATA","KSDATA:0200","Moffet","","艦船名（詳表）"
