"file","id","source","target","note"
"KSDATA","KSDATA:0861","!54","","艦船名（詳表）"
"KSDATA","KSDATA:0862","!7D","","艦船名（詳表）"
"KSDATA","KSDATA:0863","Chuyo","","艦船名（詳表）"
"KSDATA","KSDATA:0864","Enoki","","艦船名（詳表）"
"KSDATA","KSDATA:0865","Kusunoki","","艦船名（詳表）"
"KSDATA","KSDATA:0866","Koba","","艦船名（詳表）"
"KSDATA","KSDATA:0867","Tsuta","","艦船名（詳表）"
"KSDATA","KSDATA:0868","Nashi","","艦船名（詳表）"
"KSDATA","KSDATA:0869","Shinonome","","艦船名（詳表）"
"KSDATA","KSDATA:0870","Odake","","艦船名（詳表）"
"KSDATA","KSDATA:0871","""*V","","艦船名（詳表）"
"KSDATA","KSDATA:0872","""5\\\\","","艦船名（詳表）"
"KSDATA","KSDATA:0873","!KM","","艦船名（詳表）"
"KSDATA","KSDATA:0874","!>H","","艦船名（詳表）"
"KSDATA","KSDATA:0875","!@E","","艦船名（詳表）"
"KSDATA","KSDATA:0876","!C9","","艦船名（詳表）"
"KSDATA","KSDATA:0877","!?G","","艦船名（詳表）"
"KSDATA","KSDATA:0878","!NA","","艦船名（詳表）"
"KSDATA","KSDATA:0879","!=9","","艦船名（詳表）"
"KSDATA","KSDATA:0880","!@9","","艦船名（詳表）"
"KSDATA","KSDATA:0881","Bennington","","艦船名（詳表）"
"KSDATA","KSDATA:0882","!L?","","艦船名（詳表）"
"KSDATA","KSDATA:0883","Solomons","","艦船名（詳表）"
"KSDATA","KSDATA:0884","Marcus Isl.","","艦船名（詳表）"
"KSDATA","KSDATA:0885","Savo Island","","艦船名（詳表）"
"KSDATA","KSDATA:0886","Makassar St.","","艦船名（詳表）"
"KSDATA","KSDATA:0887","Hollandia","","艦船名（詳表）"
"KSDATA","KSDATA:0888","Kwajelein","","艦船名（詳表）"
"KSDATA","KSDATA:0889","Bougainville","","艦船名（詳表）"
"KSDATA","KSDATA:0890","Attu","","艦船名（詳表）"
"KSDATA","KSDATA:0891","Commencement","","艦船名（詳表）"
"KSDATA","KSDATA:0892","Block Isl.","","艦船名（詳表）"
"KSDATA","KSDATA:0893","olis","","艦船名（詳表）"
"KSDATA","KSDATA:0894","!3D","","艦船名（詳表）"
"KSDATA","KSDATA:0895","!-.","","艦船名（詳表）"
"KSDATA","KSDATA:0896","!4*","","艦船名（詳表）"
"KSDATA","KSDATA:0897","!+@","","艦船名（詳表）"
"KSDATA","KSDATA:0898","!#K","","艦船名（詳表）"
"KSDATA","KSDATA:0899","""#F","","艦船名（詳表）"
"KSDATA","KSDATA:0900","!#A","","艦船名（詳表）"
"KSDATA","KSDATA:0901","!+8","","艦船名（詳表）"
"KSDATA","KSDATA:0902","Pittsburg","","艦船名（詳表）"
"KSDATA","KSDATA:0903","!*9","","艦船名（詳表）"
"KSDATA","KSDATA:0904","Flint","","艦船名（詳表）"
"KSDATA","KSDATA:0905","Vicksburg","","艦船名（詳表）"
"KSDATA","KSDATA:0906","Mayrant","","艦船名（詳表）"
"KSDATA","KSDATA:0907","Trippe","","艦船名（詳表）"
"KSDATA","KSDATA:0908","Rhind","","艦船名（詳表）"
