"offset","source","target","note"
"0xc6207","     NEW GAME","    新遊戲","主選單; 保留前導空白比例"
"0xc6215","    LOAD GAME","    讀取進度",""
"0xc6223"," LISTEN TO MUSIC","   聆聽音樂",""
"0xc624a","CANCEL","取消",""
"0xc62ae","The Day of Infamy   ","恥辱之日  ","劇本名; 保留尾隨空白"
"0xc62c3","The Brink of War    ","戰爭邊緣  ","劇本名"
"0xc62d8","Counter Offensive   ","反攻作戰  ","劇本名"
"0xc62ed","Approaching V-Day   ","勝利日迫近  ","劇本名; V-Day=勝利日"
"0xc6302","Southern Operation  ","南方作戰  ","劇本名"
"0xc6317","Battle of Midway    ","中途島海戰  ","劇本名"
"0xc632c","U.S.-Australia Plan ","美澳作戰計畫  ","劇本名"
"0xc6341","Operation A-GO      ","亞號作戰  ","劇本名; A-GO=あ号作戦"
"0xc6356","Battle at Leyte     ","雷伊泰海戰  ","劇本名"
"0xc636b","The Final Days      ","最終之日  ","劇本名"
"0xc6381","C0%d.%s %s","","控制碼C0+格式符, 無文字"
"0xc638d","C%c%d.%s %s","","控制碼+格式符, 無文字"
"0xc639d"," Which will you play?"," 你要選擇哪一方?",""
"0xc63b3","       U.S.A.       ","        美國        ","置中對齊"
"0xc63c8","       JAPAN        ","        日本        ","置中對齊"
"0xc63dd","     BOTH SIDES     ","       雙方       ","置中對齊"
"0xc63f2","      DEMO GAME     ","      示範遊戲     ","置中對齊"
"0xc6420"," View which?"," 觀看哪方?",""
"0xc642d","       U.S.A.       ","        美國        ",""
"0xc6442","       JAPAN        ","        日本        ",""
"0xc6478","There is no saved data.","沒有存檔資料。",""
"0xc6490","Not saved data.","無存檔資料。",""
"0xc64ad","Loading...","讀取中...",""
"0xc6519","  START","  開始",""
"0xc6521"," CANCEL"," 取消",""
"0xc653a","!AZ@","","技術字串!AZ@, 不翻"
"0xc6542","SCE0.AVI","","檔名"
"0xc654b","SCE1.AVI","","檔名"
"0xc6554","SCE2.AVI","","檔名"
"0xc655d","SCE3.AVI","","檔名"
"0xc6566","SCE4.AVI","","檔名"
"0xc656f","SCE5.AVI","","檔名"
"0xc6578","SCE6.AVI","","檔名"
"0xc6581","SCE7.AVI","","檔名"
"0xc658a","SCE8.AVI","","檔名"
"0xc6593","SCE9.AVI","","檔名"
"0xc65aa","Making Save Data File...","建立存檔檔案中...",""
"0xc65d2",".KOB","","副檔名"
"0xc65d7","TMP.MID","","檔名"
"0xc65df",".KOS","","副檔名"
"0xc65e4","TMP.WAV","","檔名"
"0xc65ec","File write error.","檔案寫入錯誤。",""
"0xc65fe",".KOB","","副檔名"
"0xc6603","TMP.MID","","檔名"
"0xc660b",".KOS","","副檔名"
"0xc6610","TMP.WAV","","檔名"
"0xc661e","cdaudio","","MCI 裝置名, 不翻"
"0xc662e","waveaudio","","MCI 裝置名, 不翻"
"0xc6638","WTEK2001.KOS","","檔名"
"0xc6645","WTEK2002.KOS","","檔名"
"0xc6652","WTEK2003.KOS","","檔名"
"0xc665f","WTEK2004.KOS","","檔名"
"0xc666c","WTEK2005.KOS","","檔名"
"0xc6679","WTEK2006.KOS","","檔名"
"0xc6686","WTEK2007.KOS","","檔名"
"0xc6693","WTEK2008.KOS","","檔名"
"0xc66a0","WTEK2009.KOS","","檔名"
"0xc66ad","WTEK2010.KOS","","檔名"
"0xc66ba","WTEK2011.KOS","","檔名"
"0xc66c7","WTEK2012.KOS","","檔名"
"0xc66d4","WTEK2013.KOS","","檔名"
"0xc66e8","SGRP.TK2","","檔名"
"0xc6746","Can't open CD-ROM DEVICE.","無法開啟光碟機。",""
"0xc6760"," Base"," 基地",""
"0xc6766"," Post"," 據點","Post=據點"
"0xc676c","Navy","海軍",""
"0xc6771","Army","陸軍",""
"0xc677d","CMarines","C陸戰隊","C 為控制碼"
"0xc6786","Marines","陸戰隊",""
