"file","id","source","target","note"
"KDATA","KDATA:0013","Chitose","千歲","艦船名（簡表）"
"KDATA","KDATA:0014","Taiyo","大鷹","艦船名（簡表）"
"KDATA","KDATA:0015","Shinyo","神鷹","艦船名（簡表）"
"KDATA","KDATA:0016","!Kaiyo","!海鷹","艦船名（簡表）"
"KDATA","KDATA:0017","Yamato","大和","艦船名（簡表）"
"KDATA","KDATA:0018","Kongo","金剛","艦船名（簡表）"
"KDATA","KDATA:0019","Fuso","扶桑","艦船名（簡表）"
"KDATA","KDATA:0020","Ise","伊勢","艦船名（簡表）"
"KDATA","KDATA:0021","Nagato","長門","艦船名（簡表）"
"KDATA","KDATA:0022","Furutaka","古鷹","艦船名（簡表）"
"KDATA","KDATA:0023","Aoba","青葉","艦船名（簡表）"
"KDATA","KDATA:0024","Myoko","妙高","艦船名（簡表）"
"KDATA","KDATA:0025","0""C","0""C","艦船名（簡表）"
"KDATA","KDATA:0026","Takao","高雄","艦船名（簡表）"
"KDATA","KDATA:0027","Mogami","最上","艦船名（簡表）"
"KDATA","KDATA:0028","$#G","$#G","艦船名（簡表）"
"KDATA","KDATA:0029","Tone","利根","艦船名（簡表）"
"KDATA","KDATA:0030","$#W","$#W","艦船名（簡表）"
"KDATA","KDATA:0031","Tenryu","天龍","艦船名（簡表）"
"KDATA","KDATA:0032","Kuma","球磨","艦船名（簡表）"
"KDATA","KDATA:0033","Nagara","長良","艦船名（簡表）"
"KDATA","KDATA:0034","Sendai","川內","艦船名（簡表）"
"KDATA","KDATA:0035","Yubari","夕張","艦船名（簡表）"
"KDATA","KDATA:0036","Agano","阿賀野","艦船名（簡表）"
"KDATA","KDATA:0037","Oyodo","大淀","艦船名（簡表）"
"KDATA","KDATA:0038","Minekaze","峯風","艦船名（簡表）"
"KDATA","KDATA:0039","Kamikaze","神風","艦船名（簡表）"
"KDATA","KDATA:0040","Mutsuki","睦月","艦船名（簡表）"
"KDATA","KDATA:0041","Fubuki","吹雪","艦船名（簡表）"
"KDATA","KDATA:0042","Hatsuharu","初春","艦船名（簡表）"
"KDATA","KDATA:0043","Shiratsuyu","白露","艦船名（簡表）"
"KDATA","KDATA:0044","Asashio","朝潮","艦船名（簡表）"
"KDATA","KDATA:0045","Kagero","陽炎","艦船名（簡表）"
"KDATA","KDATA:0046","Yugumo","夕雲","艦船名（簡表）"
"KDATA","KDATA:0047","Shimakaze","島風","艦船名（簡表）"
"KDATA","KDATA:0048",",&'@",",&'@","艦船名（簡表）"
"KDATA","KDATA:0049","Akizuki","秋月","艦船名（簡表）"
"KDATA","KDATA:0050","Matsu","松","艦船名（簡表）"
"KDATA","KDATA:0051","Lexington","列星頓","艦船名（簡表）"
"KDATA","KDATA:0052","ZYorktown","Z約克鎮","艦船名（簡表）"
"KDATA","KDATA:0053","cWasp","c胡蜂","艦船名（簡表）"
"KDATA","KDATA:0054","TEssex","T艾塞克斯","艦船名（簡表）"
"KDATA","KDATA:0055","cIndependence","c獨立","艦船名（簡表）"
"KDATA","KDATA:0056","-Sungamon","-桑加蒙","艦船名（簡表）"
"KDATA","KDATA:0057","""Casablanca","""卡薩布蘭卡","艦船名（簡表）"
"KDATA","KDATA:0058","""Commencement","""科曼斯門特灣","艦船名（簡表）"
"KDATA","KDATA:0059","""Texas","""德克薩斯","艦船名（簡表）"
"KDATA","KDATA:0060","Oklahoma","奧克拉荷馬","艦船名（簡表）"
"KDATA","KDATA:0061","Pennsylvania","賓夕法尼亞","艦船名（簡表）"
"KDATA","KDATA:0062","New Mexico","新墨西哥","艦船名（簡表）"
"KDATA","KDATA:0063","California","加利福尼亞","艦船名（簡表）"
"KDATA","KDATA:0064","Maryland","馬里蘭","艦船名（簡表）"
"KDATA","KDATA:0065","N.Carolina","北卡羅來納","艦船名（簡表）"
"KDATA","KDATA:0066","South Dakota","南達科他","艦船名（簡表）"
"KDATA","KDATA:0067","Iowa","愛荷華","艦船名（簡表）"
"KDATA","KDATA:0068","Alaska","阿拉斯加","艦船名（簡表）"
"KDATA","KDATA:0069","Pensacola","彭薩科拉","艦船名（簡表）"
"KDATA","KDATA:0070","Northampton","北安普頓","艦船名（簡表）"
"KDATA","KDATA:0071","Indianapolis","印第安納波利斯","艦船名（簡表）"
"KDATA","KDATA:0072","Astoria","阿斯托里亞","艦船名（簡表）"
"KDATA","KDATA:0073","Wichita","威奇托","艦船名（簡表）"
"KDATA","KDATA:0074","Baltimore","巴爾的摩","艦船名（簡表）"
"KDATA","KDATA:0075","Omaha","奧馬哈","艦船名（簡表）"
"KDATA","KDATA:0076","Brooklyn","布魯克林","艦船名（簡表）"
"KDATA","KDATA:0077","Atlanta","亞特蘭大","艦船名（簡表）"
"KDATA","KDATA:0078","Cleveland","克里夫蘭","艦船名（簡表）"
"KDATA","KDATA:0079","Flash Deck","平甲板","艦船名（簡表）"
"KDATA","KDATA:0080","Farragut","法拉格特","艦船名（簡表）"
"KDATA","KDATA:0081","Porter","波特","艦船名（簡表）"
"KDATA","KDATA:0082","Mahan","馬漢","艦船名（簡表）"
"KDATA","KDATA:0083","Craven","克雷文","艦船名（簡表）"
"KDATA","KDATA:0084","O(%&","O(%&","艦船名（簡表）"
"KDATA","KDATA:0085","Sims","辛姆斯","艦船名（簡表）"
"KDATA","KDATA:0086","Benson","班森","艦船名（簡表）"
"KDATA","KDATA:0087","Livermore","利弗莫爾","艦船名（簡表）"
"KDATA","KDATA:0088","Fletcher","弗萊徹","艦船名（簡表）"
"KDATA","KDATA:0089","A.M.Sumner","艾倫·薩姆納","艦船名（簡表）"
"KDATA","KDATA:0090","Gearing","基靈","艦船名（簡表）"
"KDATA","KDATA:0091","J.C.Butler","約翰·巴特勒","艦船名（簡表）"
"KDATA","KDATA:0092","Illustrious","光輝","艦船名（簡表）"
"KDATA","KDATA:0093","$Hermes","$競技神","艦船名（簡表）"
"KDATA","KDATA:0094","R.Sovereign","皇家君權","艦船名（簡表）"
"KDATA","KDATA:0095","K.George V","英王喬治五世","艦船名（簡表）"
"KDATA","KDATA:0096","Repulse","反擊","艦船名（簡表）"
"KDATA","KDATA:0097","Q.Elizabeth","伊莉莎白女王","艦船名（簡表）"
"KDATA","KDATA:0098","Kent","肯特","艦船名（簡表）"
"KDATA","KDATA:0099","Norfolk","諾福克","艦船名（簡表）"
"KDATA","KDATA:0100","York","約克","艦船名（簡表）"
"KDATA","KDATA:0101","Danae","達娜厄","艦船名（簡表）"
"KDATA","KDATA:0102","Emerald","翡翠","艦船名（簡表）"
"KDATA","KDATA:0103","Perth","伯斯","艦船名（簡表）"
"KDATA","KDATA:0104","Java","爪哇","艦船名（簡表）"
"KDATA","KDATA:0105","De Ruyter","德魯伊特","艦船名（簡表）"
"KDATA","KDATA:0106","Tromp","特龍普","艦船名（簡表）"
"KDATA","KDATA:0107","Scharnhorst","沙恩霍斯特","艦船名（簡表）"
"KDATA","KDATA:0108","Bismarck","俾斯麥","艦船名（簡表）"
"KDATA","KDATA:0109","Prinz Eugen","歐根親王","艦船名（簡表）"
"KDATA","KDATA:0110","k$ G","k$ G","艦船名（簡表）"
"KDATA","KDATA:0111","Kirov","基洛夫","艦船名（簡表）"
"KDATA","KDATA:0112","Hooh","鳳凰","艦船名（簡表）"
"KDATA","KDATA:0113","ZKii","Z紀伊","艦船名（簡表）"
"KDATA","KDATA:0114","Sanuki","讚岐","艦船名（簡表）"
"KDATA","KDATA:0115","Tokachi","十勝","艦船名（簡表）"
"KDATA","KDATA:0116","Aokumo","青雲","艦船名（簡表）"
"KDATA","KDATA:0117","Hijun","飛隼","艦船名（簡表）"
"KDATA","KDATA:0118","`Suruga","`駿河","艦船名（簡表）"
"KDATA","KDATA:0119","Hitachi","常陸","艦船名（簡表）"
"KDATA","KDATA:0120","Hotaka","穗高","艦船名（簡表）"
