"file","id","source","target","note"
"STDATA","STDATA:0006","Kaidai 6","海大6型","潛艇型別"
"STDATA","STDATA:0007","Kaidai 7","海大7型","潛艇型別"
"STDATA","STDATA:0008","I-201","伊-201","潛艇型別"
"STDATA","STDATA:0009","I-400","伊-400","潛艇型別"
"STDATA","STDATA:0010","Old Type S","舊S型","潛艇型別"
"STDATA","STDATA:0011","Argonaut","阿戈諾號","潛艇型別"
"STDATA","STDATA:0012","Narwhal","一角鯨號","潛艇型別"
"STDATA","STDATA:0013","Dolphin","海豚號","潛艇型別"
"STDATA","STDATA:0014","Cachalot","抹香鯨號","潛艇型別"
"STDATA","STDATA:0015","Type P","P型","潛艇型別"
"STDATA","STDATA:0016","New Type S","新S型","潛艇型別"
"STDATA","STDATA:0017","Type T","T型","潛艇型別"
"STDATA","STDATA:0018","Gato","貓鯊級","潛艇型別"
"STDATA","STDATA:0019","Tench","丁鱥級","潛艇型別"
"STDATA","STDATA:0020","I-500","伊-500","潛艇型別"
"STDATA","STDATA:0021","I-600","伊-600","潛艇型別"
"STDATA","STDATA:0022","I-700","伊-700","潛艇型別"
"STDATA","STDATA:0023","I-800","伊-800","潛艇型別"
"STDATA","STDATA:0024","Walrus","海象號","潛艇型別"
"STDATA","STDATA:0025","Unicorn","獨角獸號","潛艇型別"
"STDATA","STDATA:0026","Seapanther","海豹號","潛艇型別"
"STDATA","STDATA:0027","Amberjack","琥珀魚號","潛艇型別"
"TKDATA","TKDATA:0000","Type 95","95式","戰車名"
"TKDATA","TKDATA:0001","Type 97","97式","戰車名"
"TKDATA","TKDATA:0002","Type 3","3式","戰車名"
"TKDATA","TKDATA:0003","Grant M3","M3格蘭特","戰車名"
"TKDATA","TKDATA:0004","Sherman M4","M4雪曼","戰車名"
"TKDATA","TKDATA:0005","Pershing M26","M26潘興","戰車名"
"TKDATA","TKDATA:0006","Matilda 2","瑪蒂達2型","戰車名"
"TKDATA","TKDATA:0007","Churchill","邱吉爾","戰車名"
"TKDATA","TKDATA:0008","T34/76C","T-34/76C","戰車名"
"TKDATA","TKDATA:0009","KVIC","KV-1C","戰車名"
