"file","id","source","target","note"
"NCTDATA","NCTDATA:0107","Irkutsk","伊爾庫茨克","地名"
"NCTDATA","NCTDATA:0108","Khabarovsk","伯力","地名"
"NCTDATA","NCTDATA:0109","Vladivostok","海參崴","地名"
"NCTDATA","NCTDATA:0110","Sapporo","札幌","地名"
"NCTDATA","NCTDATA:0111","<TV3","<TV3","地名"
"NCTDATA","NCTDATA:0112","Tokyo","東京","地名"
"NCTDATA","NCTDATA:0113","gik","gik","地名"
"NCTDATA","NCTDATA:0114","Kure","吳港","地名"
"NCTDATA","NCTDATA:0115","55<","55<","地名"
"NCTDATA","NCTDATA:0116","fhj","fhj","地名"
"NCTDATA","NCTDATA:0117","Naha","那霸","地名"
"NCTDATA","NCTDATA:0118","iknq","iknq","地名"
"NCTDATA","NCTDATA:0119","Iwo Jima","硫磺島","地名"
"NCTDATA","NCTDATA:0120","Mukden","奉天","地名"
"NCTDATA","NCTDATA:0121","Seoul","漢城","地名"
"NCTDATA","NCTDATA:0122","''H","''H","地名"
"NCTDATA","NCTDATA:0123","Taipei","台北","地名"
"NCTDATA","NCTDATA:0124","Peking","北京","地名"
"NCTDATA","NCTDATA:0125","Nanking","南京","地名"
"NCTDATA","NCTDATA:0126","Shanghai","上海","地名"
"NCTDATA","NCTDATA:0127","jmp","jmp","地名"
"NCTDATA","NCTDATA:0128","Wuhan","武漢","地名"
"NCTDATA","NCTDATA:0129","Hong Kong","香港","地名"
"NCTDATA","NCTDATA:0130","Chengtu","成都","地名"
"NCTDATA","NCTDATA:0131","!#u","!#u","地名"
"NCTDATA","NCTDATA:0132","Chungking","重慶","地名"
"NCTDATA","NCTDATA:0133","""$t","""$t","地名"
"NCTDATA","NCTDATA:0134","Kunming","昆明","地名"
"NCTDATA","NCTDATA:0135","#$%","#$%","地名"
"NCTDATA","NCTDATA:0136","Delhi","德里","地名"
"NCTDATA","NCTDATA:0137","Colombo","可倫坡","地名"
"NCTDATA","NCTDATA:0138","Calcutta","加爾各答","地名"
