"file","id","offset","source","target","note"
"KSNAME.TK2","KSNAME.TK2:0117","117","Fechteler","費克特勒",""
"KSNAME.TK2","KSNAME.TK2:0118","118","Perry","培里",""
"KSNAME.TK2","KSNAME.TK2:0119","119","Milton Louis","密爾頓·路易斯",""
"KSNAME.TK2","KSNAME.TK2:0120","120","Rupertus","魯珀特斯",""
"KSNAME.TK2","KSNAME.TK2:0121","121","Landsdale","蘭斯代爾",""
"KSNAME.TK2","KSNAME.TK2:0122","122","Loyde Thomas","洛伊德·湯瑪斯",""
"KSNAME.TK2","KSNAME.TK2:0123","123","Witek","維泰克",""
"KSNAME.TK2","KSNAME.TK2:0124","124","Eugene","尤金",""
"KSNAME.TK2","KSNAME.TK2:0125","125","Green Bay","綠灣",""
"KSNAME.TK2","KSNAME.TK2:0126","126","Providence","普洛維頓斯",""
"KSNAME.TK2","KSNAME.TK2:0127","127","Little Rock","小岩城",""
"KSNAME.TK2","KSNAME.TK2:0128","128","Orlando","奧蘭多",""
"KSNAME.TK2","KSNAME.TK2:0129","129","Tucson","土桑",""
"KSNAME.TK2","KSNAME.TK2:0130","130","Tacoma","塔科馬",""
"KSNAME.TK2","KSNAME.TK2:0131","131","Charlotte","夏洛特",""
"KSNAME.TK2","KSNAME.TK2:0132","132","Ogden","奧格登",""
"KSNAME.TK2","KSNAME.TK2:0133","133","Shreveport","什里夫波特",""
"KSNAME.TK2","KSNAME.TK2:0134","134","Aki","安藝",""
"KSNAME.TK2","KSNAME.TK2:0135","135","Iki","壹岐",""
"KSNAME.TK2","KSNAME.TK2:0136","136","Izumi","和泉",""
"KSNAME.TK2","KSNAME.TK2:0137","137","Izumo","出雲",""
"KSNAME.TK2","KSNAME.TK2:0138","138","Inaba","因幡",""
"KSNAME.TK2","KSNAME.TK2:0139","139","Iyo","伊予",""
"KSNAME.TK2","KSNAME.TK2:0140","140","Iwami","石見",""
"KSNAME.TK2","KSNAME.TK2:0141","141","Oumi","近江",""
