"file","id","source","target","note"
"PLDATA","PLDATA:0049","B-17 F. Fortress","B-17 空中堡壘","飛機名"
"PLDATA","PLDATA:0050","B-25 Mitchell","B-25 米契爾","飛機名"
"PLDATA","PLDATA:0051","B-24 Liberator","B-24 解放者","飛機名"
"PLDATA","PLDATA:0052","B-29 S. Fortress","B-29 超級堡壘","飛機名"
"PLDATA","PLDATA:0053","PBY Catalina","PBY 卡特琳娜","飛機名"
"PLDATA","PLDATA:0054","Hawker Hurricane","霍克颶風","飛機名"
"PLDATA","PLDATA:0055","S. Spitfire","噴火式","飛機名"
"PLDATA","PLDATA:0056","Bristol Blenheim","布倫亨","飛機名"
"PLDATA","PLDATA:0057","Vickers Welling.","維克斯威靈頓","飛機名"
"PLDATA","PLDATA:0058","Yakovlev Yak-3","雅克-3","飛機名"
"PLDATA","PLDATA:0059","Ilyushin I1-2M3","伊爾-2M3","飛機名"
"PLDATA","PLDATA:0060","Mistubishi A5M","三菱A5M","飛機名"
"PLDATA","PLDATA:0061","P-17 F. Fortress","P-17 空中堡壘","飛機名"
"PLDATA","PLDATA:0062","B-29 F. Fortress","B-29 空中堡壘","飛機名"
"PLDATA","PLDATA:0063","J2M3 Raien","J2M3 雷電","飛機名"
"PLDATA","PLDATA:0064","F2A Buffallo","F2A 水牛","飛機名"
"PLDATA","PLDATA:0065","B6N2 Tezan","B6N2 天山","飛機名"
"PLDATA","PLDATA:0066","B7A4 Ryusei","B7A4 流星","飛機名"
"SJDATA","SJDATA:0000","Tojo","東條英機","國家領袖"
"SJDATA","SJDATA:0001","Roosevelt","羅斯福","國家領袖"
"SJDATA","SJDATA:0002","Churchill","邱吉爾","國家領袖"
"SJDATA","SJDATA:0003","Wilhelmina","威廉明娜","國家領袖"
"SJDATA","SJDATA:0004","Curtin","柯廷","國家領袖"
"SJDATA","SJDATA:0005","Stalin","史達林","國家領袖"
"SJDATA","SJDATA:0006","Chiang","蔣中正","國家領袖"
"SJDATA","SJDATA:0007","Pibun","披汶","國家領袖"
"SJDATA","SJDATA:0008","Hitler","希特勒","國家領袖"
"SSDATA","SSDATA:0000","I-1","伊-1","潛艇名"
"SSDATA","SSDATA:0001","I-4","伊-4","潛艇名"
"SSDATA","SSDATA:0002","I-8","伊-8","潛艇名"
"SSDATA","SSDATA:0003","I-9","伊-9","潛艇名"
"SSDATA","SSDATA:0004","I-16","伊-16","潛艇名"
"SSDATA","SSDATA:0005","I-25","伊-25","潛艇名"
