"file","id","source","target","note"
"KSDATA","KSDATA:0461","Shimotsuki","霜月","艦船名（詳表）"
"KSDATA","KSDATA:0462","!0<","!0<","艦船名（詳表）"
"KSDATA","KSDATA:0463","Fuyutsuki","冬月","艦船名（詳表）"
"KSDATA","KSDATA:0464","Take","竹","艦船名（詳表）"
"KSDATA","KSDATA:0465","Amagi","天城","艦船名（詳表）"
"KSDATA","KSDATA:0466","Katsuragi","葛城","艦船名（詳表）"
"KSDATA","KSDATA:0467","Kaiyo","海鷹","艦船名（詳表）"
"KSDATA","KSDATA:0468","Ume","梅","艦船名（詳表）"
"KSDATA","KSDATA:0469","Momo","桃","艦船名（詳表）"
"KSDATA","KSDATA:0470","Kuwa","桑","艦船名（詳表）"
"KSDATA","KSDATA:0471","Kiri","桐","艦船名（詳表）"
"KSDATA","KSDATA:0472","Sugi","杉","艦船名（詳表）"
"KSDATA","KSDATA:0473","Kashi","樫","艦船名（詳表）"
"KSDATA","KSDATA:0474",""";B",""";B","艦船名（詳表）"
"KSDATA","KSDATA:0475","!E6","!E6","艦船名（詳表）"
"KSDATA","KSDATA:0476","!I8","!I8","艦船名（詳表）"
"KSDATA","KSDATA:0477","!<<","!<<","艦船名（詳表）"
"KSDATA","KSDATA:0478","!L7","!L7","艦船名（詳表）"
"KSDATA","KSDATA:0479","!G*","!G*","艦船名（詳表）"
"KSDATA","KSDATA:0480","!@'","!@'","艦船名（詳表）"
"KSDATA","KSDATA:0481","Princeton","普林斯頓","艦船名（詳表）"
"KSDATA","KSDATA:0482","Montrey","蒙特利","艦船名（詳表）"
"KSDATA","KSDATA:0483","Langley","蘭利","艦船名（詳表）"
"KSDATA","KSDATA:0484","Cabot","卡伯特","艦船名（詳表）"
"KSDATA","KSDATA:0485","Bataan","巴丹","艦船名（詳表）"
"KSDATA","KSDATA:0486","San Jacinto","聖哈辛托","艦船名（詳表）"
"KSDATA","KSDATA:0487","Mass.","麻薩諸塞","艦船名（詳表）"
"KSDATA","KSDATA:0488","Alabama","阿拉巴馬","艦船名（詳表）"
"KSDATA","KSDATA:0489","New Jersey","紐澤西","艦船名（詳表）"
"KSDATA","KSDATA:0490","Missouri","密蘇里","艦船名（詳表）"
"KSDATA","KSDATA:0491","Wisconsin","威斯康辛","艦船名（詳表）"
"KSDATA","KSDATA:0492","!*B","!*B","艦船名（詳表）"
"KSDATA","KSDATA:0493","!'6","!'6","艦船名（詳表）"
"KSDATA","KSDATA:0494","!(>","!(>","艦船名（詳表）"
"KSDATA","KSDATA:0495","!,8","!,8","艦船名（詳表）"
"KSDATA","KSDATA:0496","!'3","!'3","艦船名（詳表）"
"KSDATA","KSDATA:0497","""*2","""*2","艦船名（詳表）"
"KSDATA","KSDATA:0498","!""8","!""8","艦船名（詳表）"
"KSDATA","KSDATA:0499","!,6","!,6","艦船名（詳表）"
"KSDATA","KSDATA:0500","Cleveland","克里夫蘭","艦船名（詳表）"
"KSDATA","KSDATA:0501","Columbia","哥倫比亞","艦船名（詳表）"
"KSDATA","KSDATA:0502","Montpelier","蒙彼利埃","艦船名（詳表）"
"KSDATA","KSDATA:0503","Denver","丹佛","艦船名（詳表）"
"KSDATA","KSDATA:0504","Mobile","莫比爾","艦船名（詳表）"
"KSDATA","KSDATA:0505","Biloxi","比洛克西","艦船名（詳表）"
"KSDATA","KSDATA:0506","Smith","史密斯","艦船名（詳表）"
"KSDATA","KSDATA:0507","Dunlap","鄧拉普","艦船名（詳表）"
"KSDATA","KSDATA:0508","Mustin","馬斯廷","艦船名（詳表）"
"KSDATA","KSDATA:0509","Woodworth","伍德沃斯","艦船名（詳表）"
"KSDATA","KSDATA:0510","Farenholt","法倫霍爾特","艦船名（詳表）"
"KSDATA","KSDATA:0511","Buchanan","布坎南","艦船名（詳表）"
