"file","id","offset","source","target","note"
"KSNAME.TK2","KSNAME.TK2:0017","17","Minnesota","明尼蘇達",""
"KSNAME.TK2","KSNAME.TK2:0018","18","Maine","緬因",""
"KSNAME.TK2","KSNAME.TK2:0019","19","Montana","蒙大拿",""
"KSNAME.TK2","KSNAME.TK2:0020","20","Utah","猶他",""
"KSNAME.TK2","KSNAME.TK2:0021","21","Louisiana","路易斯安那",""
"KSNAME.TK2","KSNAME.TK2:0022","22","Rhode Island","羅德島",""
"KSNAME.TK2","KSNAME.TK2:0023","23","Wyoming","懷俄明",""
"KSNAME.TK2","KSNAME.TK2:0024","24","Philippines","菲律賓",""
"KSNAME.TK2","KSNAME.TK2:0025","25","Assurance","信心",""
"KSNAME.TK2","KSNAME.TK2:0026","26","Endurance","堅忍",""
"KSNAME.TK2","KSNAME.TK2:0027","27","Guardian","守護者",""
"KSNAME.TK2","KSNAME.TK2:0028","28","Grandia","格蘭迪亞",""
"KSNAME.TK2","KSNAME.TK2:0029","29","Orion","獵戶座",""
"KSNAME.TK2","KSNAME.TK2:0030","30","Sanctuary","聖所",""
"KSNAME.TK2","KSNAME.TK2:0031","31","Speriole","斯佩里奧爾",""
"KSNAME.TK2","KSNAME.TK2:0032","32","Permanence","永恆",""
"KSNAME.TK2","KSNAME.TK2:0033","33","Fortitude","堅毅",""
"KSNAME.TK2","KSNAME.TK2:0034","34","Bullwork","堡壘",""
"KSNAME.TK2","KSNAME.TK2:0035","35","Majesty","威嚴",""
"KSNAME.TK2","KSNAME.TK2:0036","36","Reprisal","報復",""
"KSNAME.TK2","KSNAME.TK2:0037","37","Caroline","卡羅琳",""
"KSNAME.TK2","KSNAME.TK2:0038","38","Societe Isl.","社會群島",""
"KSNAME.TK2","KSNAME.TK2:0039","39","Arafura Sea","阿拉弗拉海",""
"KSNAME.TK2","KSNAME.TK2:0040","40","Coral Sea","珊瑚海",""
"KSNAME.TK2","KSNAME.TK2:0041","41","Tasman Sea","塔斯曼海",""
"KSNAME.TK2","KSNAME.TK2:0042","42","Chillenea","奇利尼亞",""
"KSNAME.TK2","KSNAME.TK2:0043","43","Panda Sea","潘達海",""
"KSNAME.TK2","KSNAME.TK2:0044","44","Gabez Bay","加貝茲灣",""
"KSNAME.TK2","KSNAME.TK2:0045","45","Tuamotu Bay","土阿莫土灣",""
"KSNAME.TK2","KSNAME.TK2:0046","46","Bengasse Bay","本加斯灣",""
"KSNAME.TK2","KSNAME.TK2:0047","47","Champion","冠軍",""
"KSNAME.TK2","KSNAME.TK2:0048","48","Hobcock Hill","霍布科克山",""
"KSNAME.TK2","KSNAME.TK2:0049","49","Valley Forge","福吉谷",""
"KSNAME.TK2","KSNAME.TK2:0050","50","Camden","康登",""
"KSNAME.TK2","KSNAME.TK2:0051","51","Gilford","吉爾福德",""
"KSNAME.TK2","KSNAME.TK2:0052","52","Gettysburg","蓋茨堡",""
"KSNAME.TK2","KSNAME.TK2:0053","53","Santa Cruz","聖克魯斯",""
"KSNAME.TK2","KSNAME.TK2:0054","54","Badwen Str.","巴德文海峽",""
"KSNAME.TK2","KSNAME.TK2:0055","55","Fort Sumpter","桑普特堡",""
"KSNAME.TK2","KSNAME.TK2:0056","56","Point Cruz","克魯茲角",""
"KSNAME.TK2","KSNAME.TK2:0057","57","Midway","中途島",""
"KSNAME.TK2","KSNAME.TK2:0058","58","Mindoro","民都洛",""
"KSNAME.TK2","KSNAME.TK2:0059","59","Amarillo","阿馬里洛",""
"KSNAME.TK2","KSNAME.TK2:0060","60","Amsterdam","阿姆斯特丹",""
"KSNAME.TK2","KSNAME.TK2:0061","61","Wellmington","威明頓",""
"KSNAME.TK2","KSNAME.TK2:0062","62","Vallejo","瓦列霍",""
"KSNAME.TK2","KSNAME.TK2:0063","63","El Paso","艾爾帕索",""
"KSNAME.TK2","KSNAME.TK2:0064","64","Albany","奧爾巴尼",""
"KSNAME.TK2","KSNAME.TK2:0065","65","Oregon City","俄勒岡城",""
"KSNAME.TK2","KSNAME.TK2:0066","66","Galveston","加爾維斯敦",""
"KSNAME.TK2","KSNAME.TK2:0067","67","Kansas City","堪薩斯城",""
"KSNAME.TK2","KSNAME.TK2:0068","68","Cambridge","劍橋",""
"KSNAME.TK2","KSNAME.TK2:0069","69","Sacramento","沙加緬度",""
"KSNAME.TK2","KSNAME.TK2:0070","70","San Antonio","聖安東尼奧",""
"KSNAME.TK2","KSNAME.TK2:0071","71","Seattle","西雅圖",""
"KSNAME.TK2","KSNAME.TK2:0072","72","Cheyenne","夏延",""
"KSNAME.TK2","KSNAME.TK2:0073","73","Jacksonville","傑克遜維爾",""
"KSNAME.TK2","KSNAME.TK2:0074","74","Scranton","斯克蘭頓",""
"KSNAME.TK2","KSNAME.TK2:0075","75","Spokane","斯波坎",""
"KSNAME.TK2","KSNAME.TK2:0076","76","Tallahassee","塔拉哈西",""
"KSNAME.TK2","KSNAME.TK2:0077","77","Tulsa","塔爾薩",""
"KSNAME.TK2","KSNAME.TK2:0078","78","Chattanooga","查塔努加",""
"KSNAME.TK2","KSNAME.TK2:0079","79","Dayton","代頓",""
"KSNAME.TK2","KSNAME.TK2:0080","80","Toledo","托萊多",""
"KSNAME.TK2","KSNAME.TK2:0081","81","Newark","紐華克",""
"KSNAME.TK2","KSNAME.TK2:0082","82","New Haven","紐哈芬",""
"KSNAME.TK2","KSNAME.TK2:0083","83","Norfolk","諾福克",""
"KSNAME.TK2","KSNAME.TK2:0084","84","Buffalo","水牛城",""
"KSNAME.TK2","KSNAME.TK2:0085","85","Huntington","亨廷頓",""
"KSNAME.TK2","KSNAME.TK2:0086","86","Fargo","法戈",""
"KSNAME.TK2","KSNAME.TK2:0087","87","Bridgeport","布里奇波特",""
"KSNAME.TK2","KSNAME.TK2:0088","88","Fresno","佛雷斯諾",""
"KSNAME.TK2","KSNAME.TK2:0089","89","Manchester","曼徹斯特",""
"KSNAME.TK2","KSNAME.TK2:0090","90","Youngstown","揚斯敦",""
"KSNAME.TK2","KSNAME.TK2:0091","91","Las Vegas","拉斯維加斯",""
"KSNAME.TK2","KSNAME.TK2:0092","92","Roanoke","羅阿諾克",""
"KSNAME.TK2","KSNAME.TK2:0093","93","Rochester","羅切斯特",""
"KSNAME.TK2","KSNAME.TK2:0094","94","Agaholm","阿加霍姆",""
"KSNAME.TK2","KSNAME.TK2:0095","95","Abner Read","阿布納·里德",""
"KSNAME.TK2","KSNAME.TK2:0096","96","Wiltsie","威爾齊",""
"KSNAME.TK2","KSNAME.TK2:0097","97","Keith","基思",""
"KSNAME.TK2","KSNAME.TK2:0098","98","Eversole","埃弗索爾",""
"KSNAME.TK2","KSNAME.TK2:0099","99","Epperson","埃珀森",""
"KSNAME.TK2","KSNAME.TK2:0100","100","Ely","伊利",""
"KSNAME.TK2","KSNAME.TK2:0101","101","Ozborne","奧茲伯恩",""
"KSNAME.TK2","KSNAME.TK2:0102","102","Castle","卡斯爾",""
"KSNAME.TK2","KSNAME.TK2:0103","103","Carpenter","卡本特",""
"KSNAME.TK2","KSNAME.TK2:0104","104","Clinesmith","克萊恩史密斯",""
"KSNAME.TK2","KSNAME.TK2:0105","105","Groves","格羅夫斯",""
"KSNAME.TK2","KSNAME.TK2:0106","106","Gaynier","蓋尼爾",""
"KSNAME.TK2","KSNAME.TK2:0107","107","Keppler","開普勒",""
"KSNAME.TK2","KSNAME.TK2:0108","108","Seaman","西曼",""
"KSNAME.TK2","KSNAME.TK2:0109","109","Steineigger","斯坦艾格",""
"KSNAME.TK2","KSNAME.TK2:0110","110","Stevenson","史蒂文森",""
"KSNAME.TK2","KSNAME.TK2:0111","111","Stockton","斯托克頓",""
"KSNAME.TK2","KSNAME.TK2:0112","112","Turner","特納",""
"KSNAME.TK2","KSNAME.TK2:0113","113","Timmerman","蒂默曼",""
"KSNAME.TK2","KSNAME.TK2:0114","114","Bausell","鮑塞爾",""
"KSNAME.TK2","KSNAME.TK2:0115","115","Basilone","巴西隆",""
