"file","id","offset","source","target","note"
"EVMSG.TK2","EVMSG.TK2:0000","0","On March 8, the U.S. Senate passed the Lend-
Lease Act. The support for the U.S. has
increased in England and Holland.","3月8日，美國參議院通過了《租借法案》。英國與荷蘭對美國的支持度上升了。",""
"EVMSG.TK2","EVMSG.TK2:0001","1","The United States will not fight in this war,
but we must serve as an armory for the nations
of democracy.","美國不會參與這場戰爭，但我們必須成為民主國家的兵工廠。",""
"EVMSG.TK2","EVMSG.TK2:0002","2","The German battleship, Bismarck, was sunk in
the Atlantic on May 27.","5月27日，德國戰艦俾斯麥號在大西洋被擊沉。",""
"EVMSG.TK2","EVMSG.TK2:0003","3","Superb! Our Royal Navy sunk Hitler's proud
Bismarck! The biggest threat in the Atlantic
has been destroyed.","太棒了！皇家海軍擊沉了希特勒引以為傲的俾斯麥號！大西洋最大的威脅已被摧毀。",""
"EVMSG.TK2","EVMSG.TK2:0004","4","Although we lost the Bismarck, we still have
our sea wolves - the U-boats. Paralyze the
British sea transport and starve them.","雖然失去了俾斯麥號，我們還有海狼——U型潛艇。癱瘓英國的海上運輸，讓他們挨餓吧。",""
"EVMSG.TK2","EVMSG.TK2:0005","5","On June 22, the Third Reich breached the non-
aggression pact with Moscow and launched the
Barbarossa Operation to embark on the invasion
of the USSR.","6月22日，第三帝國撕毀了與莫斯科的互不侵犯條約，發動巴巴羅薩行動，開始入侵蘇聯。",""
"EVMSG.TK2","EVMSG.TK2:0006","6","I declare the launch of the Barbarossa
Operation! With blitzkrieg by our Panzer,
Moscow will surrender before winter.","我宣布巴巴羅薩行動開始！憑藉裝甲部隊的閃電戰，莫斯科將在冬天來臨前投降。",""
"EVMSG.TK2","EVMSG.TK2:0007","7","My fellow citizens! We must stand up and
fight for our mother country! We must not let
invaders take a single grain of wheat or a drop
of gasoline!","同胞們！我們必須奮起為祖國而戰！絕不能讓侵略者奪走一粒小麥、一滴汽油！",""
"EVMSG.TK2","EVMSG.TK2:0008","8","On July 28, the Japanese army began occupying
Southern Indochina.","7月28日，日軍開始進駐法屬印度支那南部。",""
"EVMSG.TK2","EVMSG.TK2:0009","9","The German-controlled French government has
accepted our demand to occupy Indochina. This
will secure us a foothold to the south.","德國控制下的法國政府已接受我方進駐印度支那的要求。這將確保我們南進的立足點。",""
"EVMSG.TK2","EVMSG.TK2:0010","10","In response on the Japanese aggression in
French Indochina, the U.S. government froze all
Japanese assets in the U.S. The Japanese product-
ivity has dropped by 10%.","為回應日本在法屬印度支那的侵略行動，美國政府凍結了日本在美國的全部資產。日本的生產力下降了10%。",""
"EVMSG.TK2","EVMSG.TK2:0011","11","The Japanese are disturbing peace in Asia by
imposing a selfish rationale. To stop their
aggression, we will have to take sanctions
against them.","日本以自私的論調擾亂亞洲和平。為了制止其侵略，我們不得不對其實施制裁。",""
"EVMSG.TK2","EVMSG.TK2:0012","12","The U.S. imposed an oil embargo against Japan.
The Japanese productivity has dropped by 10%.","美國對日本實施石油禁運。日本的生產力下降了10%。",""
"EVMSG.TK2","EVMSG.TK2:0013","13","As long as Japan maintains its armed diplo-
macy, we won't be able to continue the peace
conferences.","只要日本繼續推行武力外交，和平會談就無法繼續下去。",""
"EVMSG.TK2","EVMSG.TK2:0014","14","Our fuel supply will last for only one more
year. We must quickly decide whether we'll fall
with or without fighting.","我們的燃料只夠再撐一年。是戰是亡，必須儘快做出抉擇。",""
"EVMSG.TK2","EVMSG.TK2:0015","15","The Japanese government has concluded that war
is inevitable unless there is a breakthrough in
the negotiations with the U.S. by early October.","日本政府認定，除非十月上旬前與美國的談判出現突破，否則戰爭在所難免。",""
"EVMSG.TK2","EVMSG.TK2:0016","16","Mainland China is the lifeline of our army.
It's absolutely impossible to accept America's
demand for our complete withdrawal. I'm afraid
war is inevitable.","中國大陸是我軍的生命線，絕不可能接受美國全面撤軍的要求。恐怕戰爭已不可避免。",""
"EVMSG.TK2","EVMSG.TK2:0017","17","The negotiation with Japan is coming to a
close. With our economic blockade pressing them
hard, it's a matter of time that they'll give in
to us.","與日本的談判即將落幕。在我方經濟封鎖的重壓下，他們屈服只是時間問題。",""
"EVMSG.TK2","EVMSG.TK2:0018","18","The Ministry of Foreign Affairs issued a
report on the statements from foreign leaders.","外務省發表了各國領袖聲明的報告。",""
"EVMSG.TK2","EVMSG.TK2:0019","19","We welcome Japan's diplomatic efforts. Depend-
ing on the circumstances, we may approve Japan's
interest in the Pacific.","我們歡迎日本的外交努力。視情況而定，我們可能承認日本在太平洋的利益。",""
"EVMSG.TK2","EVMSG.TK2:0020","20","Our country has no intention to intervene
in the political and military affairs in the
Pacific. We will maintain neutrality.","我國無意干涉太平洋的政治與軍事事務，我們將保持中立。",""
"EVMSG.TK2","EVMSG.TK2:0021","21","The United States is our comrade and the only
major power capable of overturning Fascism.","美國是我們的同志，也是唯一有能力推翻法西斯主義的大國。",""
"EVMSG.TK2","EVMSG.TK2:0022","22","I welcome Japan's diplomatic efforts. If we
can regain our land from the Germans, we will
not hesitate to support Japan.","我歡迎日本的外交努力。若能從德國人手中收復失地，我們將不遺餘力支持日本。",""
"EVMSG.TK2","EVMSG.TK2:0023","23","We will stand neutral regarding the conflicts
in the Pacific. We have no intention to make
political and military interventions.","對於太平洋的衝突，我們將保持中立，無意進行政治與軍事干涉。",""
"EVMSG.TK2","EVMSG.TK2:0024","24","The United States is a symbol of freedom. Only
the United States will be able to restore the
Dutch land now occupied by the Germans.","美國是自由的象徵。只有美國能光復如今被德國占領的荷蘭國土。",""
"EVMSG.TK2","EVMSG.TK2:0025","25","It's time to end the conflict with the
Japanese. If they support our rights and
interests, why not work with them for the
development of Asia!","是時候結束與日本的衝突了。若他們支持我方的權益，何不攜手共謀亞洲的發展！",""
"EVMSG.TK2","EVMSG.TK2:0026","26","We condemn the aggression of Imperial Japan.
If the United States are to stop them, we will
give our support.","我們譴責日本帝國的侵略。若美國出面制止，我們將給予支持。",""
"EVMSG.TK2","EVMSG.TK2:0027","27","Amid the fight against the Germans, we do not
wish to provoke the Japanese and their army in
Manchuria. We value friendly relations with
Japan.","在與德國交戰之際，我們不願刺激日本及其駐滿洲的軍隊。我們重視與日本的友好關係。",""
"EVMSG.TK2","EVMSG.TK2:0028","28","Amid the fight against the Germans, we can't
afford to spread our forces to the Far East. We
will stand neutral for the time being.","在與德國交戰之際，我們無力將兵力分散到遠東，暫時將保持中立。",""
"EVMSG.TK2","EVMSG.TK2:0029","29","We are struggling against the Germans. We ask
the U.S. to open the second front and press
Germany.","我們正與德軍苦戰。請求美國開闢第二戰場，對德國施壓。",""
"EVMSG.TK2","EVMSG.TK2:0030","30","Japan is an important friend as well as a
former ally in the Tripartite Pact. I urge Japan
to declare war against the British and the
Russians as soon as possible.","日本是重要的朋友，也是三國同盟的前盟友。我敦促日本儘快對英國與蘇聯宣戰。",""
"EVMSG.TK2","EVMSG.TK2:0031","31","The goal of Germany is the unification of
Europe. War in the Pacific is not our concern.","德國的目標是統一歐洲。太平洋的戰爭與我們無關。",""
"EVMSG.TK2","EVMSG.TK2:0032","32","It is not in our best interest to face the
U.S. military power in Europe. Depending on the
circumstances, we may choose to ally with the
U.S.","在歐洲面對美國的軍事力量不符合我們的最大利益。視情況而定，我們可能選擇與美國結盟。",""
"EVMSG.TK2","EVMSG.TK2:0033","33","The State Department issued a report on the
statements from foreign leaders.","國務院發表了各國領袖聲明的報告。",""
"JOGEN.TK2","JOGEN.TK2:0000","0","The fleet is in a dock.","艦隊正在船塢中。",""
"JOGEN.TK2","JOGEN.TK2:0001","1","We've run into a storm and the
crew is busy dealing with it.","我們遭遇了風暴，乘員正忙於應對。",""
"JOGEN.TK2","JOGEN.TK2:0002","2","We're running low on material.
Request permission to supply
the fleet.","物資即將耗盡。請求准許為艦隊進行補給。",""
"JOGEN.TK2","JOGEN.TK2:0003","3","A typhoon is developing
nearby. We're paying careful
consideration to our course.","附近有颱風正在發展。我們正謹慎考量航線。",""
"JOGEN.TK2","JOGEN.TK2:0004","4","Heavy fog, low visibility. All
aircraft have been grounded.","濃霧，能見度低。所有飛機均已停飛。",""
"JOGEN.TK2","JOGEN.TK2:0005","5","The fleet is badly damaged.
Urgently request permission
to dry dock.","艦隊受損嚴重。緊急請求准許入塢修理。",""
"JOGEN.TK2","JOGEN.TK2:0006","6","Few aircraft assigned to
carriers. Request permission
to supply aircraft.","航空母艦搭載的飛機不足。請求准許補充飛機。",""
"JOGEN.TK2","JOGEN.TK2:0007","7","An enemy fleet may be nearby.
Request permission to search
the area with scouts.","附近可能有敵方艦隊。請求准許以偵察機搜索該區域。",""
"JOGEN.TK2","JOGEN.TK2:0008","8","Sailing in enemy waters.
Request permission to send
out escorts.","正在敵方海域航行。請求准許派出護衛艦。",""
"JOGEN.TK2","JOGEN.TK2:0009","9","An enemy submarine is nearby.
We will maintain our alert.","附近有敵方潛艇。我們將保持警戒。",""
"JOGEN.TK2","JOGEN.TK2:0010","10","Torpedo bombers on board
fleet are not armed. Request
permission to rearm aircraft.","艦隊搭載的魚雷轟炸機尚未武裝。請求准許重新武裝飛機。",""
