"file","id","source","target","note"
"KSDATA","KSDATA:0861","!54","!54","艦船名（詳表）"
"KSDATA","KSDATA:0862","!7D","!7D","艦船名（詳表）"
"KSDATA","KSDATA:0863","Chuyo","沖鷹","艦船名（詳表）"
"KSDATA","KSDATA:0864","Enoki","榎","艦船名（詳表）"
"KSDATA","KSDATA:0865","Kusunoki","楠","艦船名（詳表）"
"KSDATA","KSDATA:0866","Koba","樺","艦船名（詳表）"
"KSDATA","KSDATA:0867","Tsuta","蔦","艦船名（詳表）"
"KSDATA","KSDATA:0868","Nashi","梨","艦船名（詳表）"
"KSDATA","KSDATA:0869","Shinonome","東雲","艦船名（詳表）"
"KSDATA","KSDATA:0870","Odake","雄岳","艦船名（詳表）"
"KSDATA","KSDATA:0871","""*V","""*V","艦船名（詳表）"
"KSDATA","KSDATA:0872","""5\\\\","""5\\\\","艦船名（詳表）"
"KSDATA","KSDATA:0873","!KM","!KM","艦船名（詳表）"
"KSDATA","KSDATA:0874","!>H","!>H","艦船名（詳表）"
"KSDATA","KSDATA:0875","!@E","!@E","艦船名（詳表）"
"KSDATA","KSDATA:0876","!C9","!C9","艦船名（詳表）"
"KSDATA","KSDATA:0877","!?G","!?G","艦船名（詳表）"
"KSDATA","KSDATA:0878","!NA","!NA","艦船名（詳表）"
"KSDATA","KSDATA:0879","!=9","!=9","艦船名（詳表）"
"KSDATA","KSDATA:0880","!@9","!@9","艦船名（詳表）"
"KSDATA","KSDATA:0881","Bennington","班寧頓","艦船名（詳表）"
"KSDATA","KSDATA:0882","!L?","!L?","艦船名（詳表）"
"KSDATA","KSDATA:0883","Solomons","所羅門","艦船名（詳表）"
"KSDATA","KSDATA:0884","Marcus Isl.","馬庫斯島","艦船名（詳表）"
"KSDATA","KSDATA:0885","Savo Island","薩沃島","艦船名（詳表）"
"KSDATA","KSDATA:0886","Makassar St.","望加錫海峽","艦船名（詳表）"
"KSDATA","KSDATA:0887","Hollandia","荷蘭迪亞","艦船名（詳表）"
"KSDATA","KSDATA:0888","Kwajelein","瓜加林","艦船名（詳表）"
"KSDATA","KSDATA:0889","Bougainville","布干維爾","艦船名（詳表）"
"KSDATA","KSDATA:0890","Attu","阿圖","艦船名（詳表）"
"KSDATA","KSDATA:0891","Commencement","科曼斯門特灣","艦船名（詳表）"
