"file","id","offset","source","target","note"
"EVMSG.TK2","EVMSG.TK2:0000","0","On March 8, the U.S. Senate passed the Lend-
Lease Act. The support for the U.S. has
increased in England and Holland.","",""
"EVMSG.TK2","EVMSG.TK2:0001","1","The United States will not fight in this war,
but we must serve as an armory for the nations
of democracy.","",""
"EVMSG.TK2","EVMSG.TK2:0002","2","The German battleship, Bismarck, was sunk in
the Atlantic on May 27.","",""
"EVMSG.TK2","EVMSG.TK2:0003","3","Superb! Our Royal Navy sunk Hitler's proud
Bismarck! The biggest threat in the Atlantic
has been destroyed.","",""
"EVMSG.TK2","EVMSG.TK2:0004","4","Although we lost the Bismarck, we still have
our sea wolves - the U-boats. Paralyze the
British sea transport and starve them.","",""
"EVMSG.TK2","EVMSG.TK2:0005","5","On June 22, the Third Reich breached the non-
aggression pact with Moscow and launched the
Barbarossa Operation to embark on the invasion
of the USSR.","",""
"EVMSG.TK2","EVMSG.TK2:0006","6","I declare the launch of the Barbarossa
Operation! With blitzkrieg by our Panzer,
Moscow will surrender before winter.","",""
"EVMSG.TK2","EVMSG.TK2:0007","7","My fellow citizens! We must stand up and
fight for our mother country! We must not let
invaders take a single grain of wheat or a drop
of gasoline!","",""
"EVMSG.TK2","EVMSG.TK2:0008","8","On July 28, the Japanese army began occupying
Southern Indochina.","",""
"EVMSG.TK2","EVMSG.TK2:0009","9","The German-controlled French government has
accepted our demand to occupy Indochina. This
will secure us a foothold to the south.","",""
"EVMSG.TK2","EVMSG.TK2:0010","10","In response on the Japanese aggression in
French Indochina, the U.S. government froze all
Japanese assets in the U.S. The Japanese product-
ivity has dropped by 10%.","",""
"EVMSG.TK2","EVMSG.TK2:0011","11","The Japanese are disturbing peace in Asia by
imposing a selfish rationale. To stop their
aggression, we will have to take sanctions
against them.","",""
"EVMSG.TK2","EVMSG.TK2:0012","12","The U.S. imposed an oil embargo against Japan.
The Japanese productivity has dropped by 10%.","",""
"EVMSG.TK2","EVMSG.TK2:0013","13","As long as Japan maintains its armed diplo-
macy, we won't be able to continue the peace
conferences.","",""
"EVMSG.TK2","EVMSG.TK2:0014","14","Our fuel supply will last for only one more
year. We must quickly decide whether we'll fall
with or without fighting.","",""
"EVMSG.TK2","EVMSG.TK2:0015","15","The Japanese government has concluded that war
is inevitable unless there is a breakthrough in
the negotiations with the U.S. by early October.","",""
